"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1024","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Materials/M_Landscape.M_Landscape","0","0","1183","11","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","48","1","0.000000","0","0"
"/Game/Materials/M_Tree.M_Tree","0","0","392","4","0.000000","0","98"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Imposter.MA_Imposter","0","0","294","3","0.000000","0","294"
"/Game/Materials/M_Lightning.M_Lightning","0","0","60","1","0.000000","0","0"
"/Game/PN_interactiveSpruceForest/UE4_Mannequin/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","156","2","0.000000","0","0"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","0","0","1176","12","0.000000","0","0"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundSummer.MA_GroundSummer","0","0","75","1","0.000000","0","0"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Winter.MA_Winter","0","0","1176","12","0.000000","0","0"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundWinter.MA_GroundWinter","0","0","75","1","0.000000","0","0"
"/Game/MSPresets/MS_Foliage_Material/MasterMaterials/MA_Impostor.MA_Impostor","0","0","98","1","0.000000","0","98"
"/Game/MSPresets/MS_Foliage_Material/MasterMaterials/MA_Foliage.MA_Foliage","0","0","80","1","0.000000","0","160"
"/Game/MSPresets/MS_Foliage_Material/GlobalFoliageActor/Materials/MA_UI_Element.MA_UI_Element","0","0","31","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/MSPresets/MS_DefaultMaterial/MS_DefaultMaterial.MS_DefaultMaterial","0","0","51","1","0.000000","0","0"
"/Game/MSPresets/Foliage_Material/Foliage_Material.Foliage_Material","0","0","72","1","0.000000","0","0"
"/Game/MSPresets/Billboard_Material/Billboard_Material.Billboard_Material","0","0","72","1","0.000000","0","0"
"/Game/Megascans/Surfaces/Mossy_Ground_vl4odesfw/M_Mossy_Ground.M_Mossy_Ground","0","0","12","1","0.000000","0","0"
"/Game/Megascans/Surfaces/Ground_Roots_smuqcifp/TestMaterial.TestMaterial","0","0","12","1","0.000000","0","0"
"/Game/Megascans/Surfaces/Forest_Floor_vmciaekg/M_Forest_Leaves.M_Forest_Leaves","0","0","12","1","0.000000","0","0"
"/Game/Megascans/Surfaces/Forest_Floor_vliucel/M_Forest_Floor.M_Forest_Floor","0","0","12","1","0.000000","0","0"
"/Game/Megascans/Surfaces/Clover_Patches_on_Grass_sgmkajak/M_Clover_Grass.M_Clover_Grass","0","0","12","1","0.000000","0","0"
"/Game/Materials/M_Ripples-NEEDS_FIX.M_Ripples-NEEDS_FIX","0","0","12","1","0.000000","0","0"
"/Game/Materials/M_SnowParticles.M_SnowParticles","0","0","140","1","0.000000","0","0"
"/Game/Materials/M_RainParticles.M_RainParticles","0","0","24","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","78","1","0.000000","0","0"
